RefId,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
6497,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,BLUE,AUTO,Alloy,70860,OTHER ASIAN,MEDIUM,OTHER,6046.0,7470.0,9183.0,10993.0,6554.0,7937.0,9788.0,11295.0,85226,7450.0,No,803,No
6498,2004,5,PONTIAC,VIBE,Bas,4D WAGON,RED,AUTO,Covers,86893,AMERICAN,MEDIUM,GM,4370.0,5847.0,5220.0,6815.0,5100.0,5857.0,7793.0,8892.0,32219,5100.0,No,594,No
6499,2004,5,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,BLUE,AUTO,Covers,49408,AMERICAN,COMPACT,GM,2533.0,3395.0,5516.0,6471.0,2214.0,3035.0,4936.0,5851.0,32219,3500.0,No,834,No
6500,2006,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,RED,AUTO,Covers,65108,AMERICAN,MEDIUM,GM,6151.0,7481.0,9971.0,11600.0,5888.0,7192.0,9998.0,11094.0,32219,5600.0,No,923,No
6501,2002,7,CHEVROLET,SUBURBAN 1500 2WD,150,4D UTILITY 5.3L FFV LS,RED,AUTO,Alloy,84407,AMERICAN,LARGE SUV,GM,5343.0,6660.0,9028.0,10125.0,5830.0,7544.0,9953.0,12879.0,32219,10100.0,No,2063,No
6502,2004,5,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.3L,SILVER,AUTO,Covers,57608,AMERICAN,LARGE TRUCK,GM,4341.0,5330.0,8258.0,9297.0,4928.0,6527.0,8780.0,9792.0,32219,7500.0,No,1003,No
6503,2004,5,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 2.7L GLS,WHITE,AUTO,Alloy,72014,OTHER ASIAN,MEDIUM SUV,OTHER,5257.0,6649.0,9349.0,15503.0,5783.0,7104.0,9069.0,11240.0,32219,5800.0,No,686,No
6504,2006,3,KIA,SPECTRA,EX,4D SEDAN,RED,AUTO,Alloy,40114,OTHER ASIAN,MEDIUM,OTHER,4994.0,5702.0,8521.0,9255.0,4994.0,5702.0,8521.0,9255.0,32219,5700.0,No,482,Yes
6505,2005,4,CHRYSLER,PACIFICA FWD,Tou,4D SPORT TOURING,BLUE,AUTO,Alloy,75076,AMERICAN,CROSSOVER,CHRYSLER,6966.0,8423.0,10717.0,12318.0,7930.0,9531.0,10807.0,12741.0,32219,8700.0,No,1389,No
6506,2005,4,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,BLUE,AUTO,Covers,55678,TOP LINE ASIAN,MEDIUM,OTHER,6469.0,7885.0,10119.0,11569.0,5924.0,7430.0,9264.0,11350.0,32219,7400.0,No,505,No
6507,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,GREEN,AUTO,Covers,76143,AMERICAN,MEDIUM,GM,5817.0,6723.0,8335.0,11427.0,6416.0,7622.0,9920.0,11235.0,32219,7600.0,No,1038,Yes
6508,2003,7,CHEVROLET,TAHOE 2WD,LS,4D SUV 4.8L,BROWN,AUTO,Alloy,79180,AMERICAN,LARGE SUV,GM,6432.0,7948.0,10025.0,12406.0,7262.0,8950.0,10237.0,12050.0,32219,9600.0,No,1923,No
6509,2004,6,DODGE,STRATUS V6,SE,4D SEDAN,SILVER,AUTO,Alloy,89077,AMERICAN,MEDIUM,CHRYSLER,2752.0,3688.0,6050.0,7146.0,2752.0,3688.0,6050.0,7146.0,32219,3600.0,No,1503,Yes
6510,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L ADVENTURER,WHITE,AUTO,Alloy,66874,AMERICAN,MEDIUM SUV,CHRYSLER,10883.0,12166.0,15586.0,16956.0,10883.0,12166.0,15340.0,16512.0,32219,9400.0,No,1215,No
6511,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,GOLD,AUTO,Covers,86083,TOP LINE ASIAN,COMPACT,OTHER,5121.0,6247.0,8820.0,10439.0,5788.0,6619.0,8843.0,9723.0,32219,5700.0,No,594,No
6512,2008,2,CHEVROLET,MALIBU V6,LS,4D SEDAN LS CLASSIC,SILVER,AUTO,Covers,87287,AMERICAN,MEDIUM,GM,6702.0,7746.0,10830.0,11886.0,8581.0,9581.0,12498.0,13522.0,32219,7300.0,No,1373,No
6513,2007,3,FORD,FUSION 4C,SEL,4D SEDAN SEL,GOLD,AUTO,Alloy,75007,AMERICAN,MEDIUM,FORD,10088.0,11498.0,13909.0,15347.0,10431.0,12095.0,14180.0,16051.0,32219,8600.0,No,803,No
6514,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLACK,AUTO,Covers,73384,OTHER ASIAN,MEDIUM,OTHER,4665.0,5697.0,8031.0,9221.0,5440.0,6488.0,8805.0,10114.0,32219,5700.0,No,569,No
6515,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,GOLD,AUTO,Covers,76840,OTHER ASIAN,MEDIUM,OTHER,4665.0,5697.0,8031.0,9221.0,5067.0,6345.0,8356.0,9701.0,32219,6300.0,No,569,No
6516,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,GOLD,MANUAL,Covers,69515,OTHER ASIAN,MEDIUM,OTHER,6008.0,7044.0,9565.0,10461.0,5892.0,6975.0,9276.0,10170.0,32219,6000.0,No,533,No
6517,2003,7,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 5.7L SLT,SILVER,AUTO,Covers,89524,AMERICAN,LARGE TRUCK,CHRYSLER,6724.0,8354.0,11396.0,14159.0,7157.0,9221.0,11152.0,13604.0,32219,9625.0,Yes,1283,No
6518,2007,3,SUZUKI,FORENZA,Other,4D SEDAN,BLUE,AUTO,Alloy,41970,OTHER ASIAN,MEDIUM,OTHER,5262.0,6051.0,8958.0,10301.0,5262.0,6051.0,8958.0,10301.0,32219,5700.0,No,482,Yes
6519,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,Covers,84722,AMERICAN,MEDIUM,CHRYSLER,3844.0,4928.0,7025.0,8164.0,3462.0,4737.0,6291.0,7919.0,32219,6325.0,Yes,1243,No
6520,2003,7,SATURN,VUE 2WD 4C,Other,4D CUV 2.2L,SILVER,AUTO,Covers,63898,AMERICAN,MEDIUM SUV,GM,3510.0,4398.0,6661.0,7299.0,3496.0,4508.0,5960.0,7288.0,32219,7025.0,Yes,1711,Yes
6521,2004,6,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,WHITE,AUTO,Alloy,62005,AMERICAN,MEDIUM SUV,CHRYSLER,6573.0,7799.0,10361.0,11544.0,7448.0,9072.0,10897.0,12411.0,32219,10900.0,No,1215,No
6522,2005,5,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,Alloy,54325,AMERICAN,MEDIUM,CHRYSLER,3964.0,5134.0,7582.0,9203.0,3968.0,5108.0,7384.0,8333.0,32219,6400.0,No,920,Yes
6523,2004,6,MERCURY,SABLE,LS,4D SEDAN LS PREMIUM,GOLD,AUTO,Alloy,79545,AMERICAN,MEDIUM,FORD,3599.0,4619.0,6903.0,8126.0,5001.0,6194.0,8143.0,9423.0,32219,4800.0,No,920,No
6524,2004,6,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,BLACK,AUTO,Covers,78814,AMERICAN,MEDIUM SUV,CHRYSLER,6679.0,8264.0,10551.0,12067.0,7625.0,9267.0,11178.0,12600.0,32219,9700.0,No,1389,Yes
6525,2007,3,TOYOTA,YARIS,Bas,4D SEDAN,BLACK,AUTO,Covers,70809,TOP LINE ASIAN,COMPACT,OTHER,7195.0,8067.0,10583.0,11418.0,7238.0,8068.0,10702.0,11375.0,32219,6200.0,No,569,No
6526,2005,5,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,RED,AUTO,Alloy,68448,AMERICAN,SMALL SUV,FORD,6113.0,7075.0,9483.0,10831.0,6347.0,7821.0,9318.0,11473.0,32219,7200.0,No,825,No
6527,2005,5,HYUNDAI,SONATA 4C,GL,4D SEDAN,BLUE,AUTO,Covers,73904,OTHER ASIAN,MEDIUM,OTHER,3339.0,4502.0,6518.0,7515.0,4406.0,5526.0,7567.0,8320.0,32219,6525.0,No,803,Yes
6528,2004,6,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,BLUE,AUTO,Alloy,56570,OTHER ASIAN,MEDIUM SUV,OTHER,5954.0,7123.0,10166.0,12173.0,5370.0,6544.0,8888.0,9891.0,32219,7625.0,No,1334,Yes
6529,2006,4,SUZUKI,RENO,Other,4D SEDAN,RED,AUTO,Alloy,80359,OTHER ASIAN,COMPACT,OTHER,4193.0,5306.0,7610.0,8849.0,4193.0,5306.0,7610.0,8849.0,32219,5500.0,No,594,Yes
6530,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,Covers,93734,AMERICAN,LARGE,GM,7469.0,8506.0,10578.0,11881.0,6973.0,8326.0,10255.0,11704.0,32219,6800.0,No,2351,No
6531,2003,7,FORD,EXPLORER 2WD V8,XLT,4D SUV 4.6L XLT,GREY,AUTO,Alloy,71775,AMERICAN,MEDIUM SUV,FORD,4835.0,5697.0,8207.0,9198.0,5076.0,6078.0,8650.0,9865.0,32219,8800.0,No,2040,No
6532,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT2,BLACK,AUTO,Alloy,85451,AMERICAN,LARGE,GM,5431.0,6881.0,8498.0,10008.0,5101.0,6535.0,8420.0,9999.0,32219,6800.0,No,2152,No
6533,2008,2,FORD,TAURUS,SEL,4D SEDAN SEL,WHITE,AUTO,Alloy,81883,AMERICAN,MEDIUM,FORD,10272.0,12750.0,14128.0,16412.0,9074.0,11222.0,13541.0,15920.0,32219,8250.0,No,1633,No
6534,2006,4,NISSAN,TITAN PICKUP 2WD V8,LE,EXT CAB 5.6L,WHITE,AUTO,Covers,77207,TOP LINE ASIAN,LARGE TRUCK,OTHER,8003.0,9858.0,13221.0,14744.0,9349.0,11050.0,12921.0,15029.0,32219,10000.0,No,1272,No
6535,2005,5,HONDA,ACCORD 4C,EX,4D SEDAN EX AUTO,WHITE,AUTO,Alloy,84676,TOP LINE ASIAN,MEDIUM,OTHER,7366.0,8420.0,10929.0,12625.0,8339.0,9717.0,11998.0,13842.0,32219,9950.0,No,594,No
6536,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,Alloy,73130,AMERICAN,LARGE,GM,6050.0,7496.0,9518.0,10913.0,6179.0,7504.0,9534.0,11077.0,32219,7800.0,No,1974,No
6537,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BLUE,AUTO,Covers,74391,AMERICAN,LARGE,GM,6397.0,7756.0,9747.0,11069.0,6235.0,7598.0,9547.0,11058.0,32219,8200.0,No,1974,No
6538,2007,3,KIA,RIO,Bas,4D SEDAN,RED,AUTO,Covers,67315,OTHER ASIAN,COMPACT,OTHER,4282.0,5114.0,7284.0,8700.0,4565.0,5341.0,7518.0,8014.0,32219,5950.0,No,533,No
6539,2006,4,PONTIAC,VIBE,Bas,4D WAGON,SILVER,AUTO,Alloy,86340,AMERICAN,MEDIUM,GM,6143.0,7445.0,8842.0,11296.0,5929.0,7663.0,9485.0,11324.0,32219,6750.0,No,594,No
6540,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,WHITE,AUTO,Alloy,75319,AMERICAN,MEDIUM,GM,6572.0,8025.0,9841.0,10731.0,6229.0,7545.0,9375.0,10599.0,32219,6600.0,No,1038,No
6541,2005,5,TOYOTA,HIGHLANDER 2WD V6,Bas,4D SPORT UTILITY,SILVER,AUTO,Alloy,90416,TOP LINE ASIAN,MEDIUM SUV,OTHER,9885.0,11814.0,14173.0,17145.0,10903.0,12416.0,15628.0,17975.0,32219,9600.0,No,620,No
6542,2007,3,HYUNDAI,ACCENT,GS,2D COUPE GS,BLACK,AUTO,Covers,41868,OTHER ASIAN,COMPACT,OTHER,4170.0,5471.0,7710.0,9298.0,5222.0,5990.0,8379.0,8948.0,32219,6200.0,No,693,No
6543,2005,5,SATURN,ION,Other,4D SEDAN LEVEL 1,RED,AUTO,Covers,48097,AMERICAN,MEDIUM,GM,3594.0,4316.0,6866.0,7533.0,4214.0,5287.0,7497.0,8592.0,32219,5650.0,No,623,No
6544,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,WHITE,AUTO,Covers,55580,AMERICAN,MEDIUM,CHRYSLER,7840.0,9124.0,11343.0,12535.0,7812.0,8984.0,12596.0,14890.0,32219,7600.0,No,920,No
6545,2001,9,FORD,TAURUS,SES,4D SEDAN SE SVG,GOLD,AUTO,Alloy,98160,AMERICAN,MEDIUM,FORD,1868.0,2856.0,4102.0,5414.0,1904.0,3000.0,4235.0,5247.0,32219,4100.0,No,1353,Yes
6546,2004,6,SUZUKI,AERIO,S,4D SEDAN LX,GOLD,MANUAL,Alloy,75051,OTHER ASIAN,COMPACT,OTHER,2820.0,3115.0,5490.0,5803.0,2673.0,3257.0,5404.0,5973.0,32219,3150.0,No,920,No
6547,2002,7,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,RED,AUTO,Covers,57865,AMERICAN,VAN,FORD,2119.0,2779.0,2789.0,3501.0,2229.0,3072.0,2907.0,3818.0,78227,3670.0,No,1717,No
6548,2004,5,FORD,FOCUS 2.3L I-4 DOHC,Other,4D SEDAN ZTS,SILVER,AUTO,Alloy,36342,AMERICAN,COMPACT,FORD,3574.0,4800.0,4360.0,5684.0,3852.0,5129.0,4660.0,6039.0,78227,5580.0,No,762,No
6549,2004,5,FORD,MUSTANG V6 3.9L V6 E,Bas,2D CONVERTIBLE,RED,AUTO,Alloy,76469,AMERICAN,SPORTS,FORD,5808.0,7100.0,6773.0,8168.0,6159.0,7433.0,7152.0,8528.0,78227,7695.0,No,803,No
6550,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,Covers,79516,AMERICAN,MEDIUM,CHRYSLER,3580.0,4971.0,4366.0,5869.0,3826.0,4672.0,4632.0,5546.0,78227,5180.0,No,1389,No
6551,2003,6,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE2,BLACK,AUTO,Alloy,87565,AMERICAN,MEDIUM,GM,2596.0,3775.0,3304.0,4577.0,3514.0,4882.0,4295.0,5773.0,78227,3670.0,No,2712,No
6552,2004,5,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,WHITE,AUTO,Covers,84787,AMERICAN,VAN,FORD,3094.0,3766.0,3842.0,4567.0,3801.0,4864.0,4605.0,5753.0,78227,4370.0,No,1633,No
6553,2004,5,OLDSMOBILE,ALERO V6 3.4L V6 MPI,GL,4D SEDAN GL,SILVER,AUTO,Alloy,70379,AMERICAN,MEDIUM,GM,3397.0,4672.0,4169.0,5546.0,4200.0,5098.0,5036.0,6006.0,78227,4470.0,No,2208,No
6554,2004,5,BUICK,LE SABRE 3.8L V6 MFI,Cus,4D SEDAN CUSTOM,SILVER,AUTO,Alloy,62718,AMERICAN,LARGE,GM,5540.0,7132.0,6483.0,8203.0,5342.0,6668.0,6269.0,7701.0,78227,4870.0,No,1898,No
6555,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,Alloy,85264,AMERICAN,MEDIUM,FORD,4597.0,5596.0,5465.0,6544.0,6221.0,7443.0,7219.0,8538.0,78227,4970.0,No,983,No
6556,2004,5,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,WHITE,AUTO,Covers,40722,AMERICAN,VAN,FORD,3035.0,3876.0,3778.0,4686.0,3759.0,5045.0,4560.0,5949.0,78227,5880.0,No,1046,No
6557,2005,4,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,SILVER,AUTO,Covers,68920,AMERICAN,COMPACT,CHRYSLER,3647.0,4711.0,4439.0,5588.0,2658.0,3682.0,3371.0,4477.0,78227,5180.0,No,630,No
6558,2003,6,FORD,EXPLORER 2WD V6 4.0L,Spo,2D SUV 4.0L SPORT XLS,WHITE,AUTO,Alloy,86363,AMERICAN,MEDIUM SUV,FORD,2584.0,3713.0,3291.0,4510.0,2841.0,4174.0,3568.0,5008.0,78227,5070.0,No,1543,No
6559,2005,4,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,GREY,AUTO,Alloy,80183,AMERICAN,MEDIUM,GM,3608.0,4344.0,4397.0,5192.0,3928.0,4881.0,4742.0,5771.0,78227,5180.0,No,1633,No
6560,2005,4,FORD,FOCUS 2.0L I-4 SFI D,ZX4,4D SEDAN ZX4,SILVER,AUTO,Covers,59392,AMERICAN,COMPACT,FORD,4110.0,5043.0,4939.0,5946.0,4161.0,5015.0,4994.0,5916.0,78227,5180.0,No,920,Yes
6561,2002,7,CHRYSLER,PT CRUISER 2.4L I4 M,Lim,4D SEDAN LIMITED,SILVER,AUTO,Alloy,87077,AMERICAN,MEDIUM,CHRYSLER,3524.0,4283.0,4306.0,5126.0,3543.0,4641.0,4326.0,5512.0,78227,5180.0,No,1803,No
6562,2002,7,FORD,WINDSTAR FWD V6 3.8L,LX,PASSENGER 3.8L LX,GOLD,AUTO,Alloy,87653,AMERICAN,VAN,FORD,2268.0,3250.0,2949.0,4010.0,2525.0,3380.0,3227.0,4150.0,78227,4170.0,No,2322,Yes
6563,2003,6,MITSUBISHI,LANCER 2.0L I4 MPI,ES,4D SEDAN ES,BEIGE,MANUAL,Covers,75924,OTHER ASIAN,COMPACT,OTHER,3013.0,3875.0,3754.0,4685.0,3047.0,3730.0,3791.0,4528.0,78227,3720.0,No,869,No
6564,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,PURPLE,AUTO,Covers,87252,AMERICAN,MEDIUM,CHRYSLER,4481.0,6235.0,5339.0,7234.0,4065.0,5713.0,4890.0,6670.0,78227,4170.0,No,1503,Yes
6565,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L LX,WHITE,AUTO,Covers,70236,AMERICAN,VAN,CHRYSLER,6851.0,8864.0,7899.0,10073.0,6851.0,8864.0,7899.0,10073.0,78227,5980.0,No,1623,No
6566,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,GOLD,AUTO,Covers,57775,AMERICAN,MEDIUM,CHRYSLER,4481.0,6235.0,5339.0,7234.0,4653.0,6670.0,5525.0,7704.0,78227,4970.0,No,1086,No
6567,2006,3,DODGE,DAKOTA PICKUP 2WD V6,SLT,QUAD CAB 3.7L SLT,BLACK,AUTO,Alloy,77652,AMERICAN,SMALL TRUCK,CHRYSLER,10356.0,12710.0,11684.0,14227.0,10356.0,12710.0,11684.0,14227.0,78227,8595.0,No,1155,No
6568,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,Covers,83855,AMERICAN,MEDIUM,GM,4123.0,5657.0,4953.0,6610.0,4123.0,5657.0,4953.0,6610.0,78227,4170.0,No,1243,No
6569,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GREY,AUTO,Covers,83259,AMERICAN,MEDIUM,GM,4123.0,5657.0,4953.0,6610.0,4123.0,5657.0,4953.0,6610.0,78227,4170.0,No,1243,Yes
6570,2003,6,CHRYSLER,PT CRUISER 2.4L I4 M,Bas,4D SEDAN,GOLD,AUTO,Covers,47887,AMERICAN,MEDIUM,CHRYSLER,2910.0,3728.0,3643.0,4526.0,2858.0,3697.0,3587.0,4493.0,78227,5680.0,No,1275,No
6571,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,Covers,73252,AMERICAN,LARGE,GM,5500.0,6920.0,6440.0,7974.0,5500.0,6920.0,6440.0,7974.0,78227,6610.0,No,1974,No
6572,2006,3,MITSUBISHI,LANCER 2.0L I4 MPI,ES,4D SEDAN ES,WHITE,AUTO,Covers,54058,OTHER ASIAN,COMPACT,OTHER,5807.0,7022.0,6772.0,8084.0,5807.0,7022.0,6772.0,8084.0,78227,5210.0,No,505,No
6573,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,Alloy,72009,AMERICAN,LARGE,FORD,6266.0,7716.0,7267.0,8833.0,6266.0,7716.0,7267.0,8833.0,78227,7010.0,No,1506,No
6574,2004,5,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.3L EDGE,BLACK,MANUAL,Alloy,87099,AMERICAN,SMALL TRUCK,FORD,3454.0,5205.0,4230.0,6121.0,3454.0,5205.0,4230.0,6121.0,78227,4500.0,No,594,No
6575,2002,7,PONTIAC,GRAND AM V6 Unspecif,GT,4D SEDAN GT1,BLACK,AUTO,Alloy,91668,AMERICAN,MEDIUM,GM,2943.0,4011.0,3678.0,4832.0,2943.0,4011.0,3678.0,4832.0,78227,4200.0,No,2939,No
6576,2006,3,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,WHITE,AUTO,Alloy,74941,AMERICAN,MEDIUM SUV,GM,10719.0,12831.0,12077.0,14357.0,10916.0,13406.0,12289.0,14978.0,78227,8825.0,No,1974,No
6577,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4 SES,BLUE,MANUAL,Alloy,87775,AMERICAN,COMPACT,FORD,3783.0,4896.0,4586.0,5788.0,3783.0,4896.0,4586.0,5788.0,78227,4200.0,No,1243,Yes
6578,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,Covers,73439,AMERICAN,MEDIUM,CHRYSLER,5488.0,6516.0,6427.0,7537.0,5248.0,6596.0,6168.0,7624.0,78227,5510.0,No,1389,No
6579,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,Covers,83840,AMERICAN,MEDIUM,CHRYSLER,5427.0,6508.0,6361.0,7529.0,5564.0,6594.0,6509.0,7622.0,78227,4650.0,No,1503,No
6580,2006,3,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,GREY,AUTO,Covers,44155,OTHER ASIAN,MEDIUM,OTHER,5060.0,6130.0,5965.0,7120.0,5064.0,6377.0,5969.0,7387.0,78227,4300.0,No,482,No
6581,2007,2,PONTIAC,G5 4C 2.2L I4 MPI,Bas,2D COUPE,SILVER,MANUAL,Covers,59184,AMERICAN,COMPACT,GM,7395.0,8684.0,8487.0,9879.0,7829.0,9413.0,8955.0,10666.0,78227,5810.0,No,671,No
6582,2005,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,Alloy,78442,AMERICAN,MEDIUM SUV,CHRYSLER,9244.0,10567.0,10484.0,11912.0,9244.0,10567.0,10484.0,11912.0,78227,8575.0,No,1740,Yes
6583,2006,3,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,BLACK,AUTO,Covers,74079,AMERICAN,COMPACT,FORD,4494.0,5658.0,5354.0,6611.0,5298.0,6587.0,6222.0,7614.0,78227,4600.0,No,1155,No
6584,2005,4,FORD,MUSTANG V6 4.0L V6 E,Bas,2D COUPE,WHITE,AUTO,Alloy,43012,AMERICAN,SPORTS,FORD,8877.0,10314.0,10087.0,11639.0,9167.0,10506.0,10400.0,11846.0,78227,9235.0,No,623,No
6585,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BEIGE,MANUAL,Covers,67472,AMERICAN,MEDIUM,CHRYSLER,3518.0,4516.0,4299.0,5377.0,3753.0,4844.0,4553.0,5732.0,78227,4700.0,No,1215,No
6586,2006,3,MITSUBISHI,GALANT 4C Multiple E,ES,4D SEDAN ES,GREY,AUTO,Covers,79032,OTHER ASIAN,MEDIUM,OTHER,8427.0,9164.0,9601.0,10397.0,6942.0,8808.0,7997.0,10013.0,78227,6660.0,No,569,No
6587,2005,4,FORD,ESCAPE 2WD V6 3.0L V,XLT,4D CUV 3.0L XLT,BLUE,AUTO,Alloy,97443,AMERICAN,SMALL SUV,FORD,6922.0,8934.0,7976.0,10149.0,6655.0,8537.0,7687.0,9720.0,78227,6110.0,No,1053,No
6588,2003,6,JEEP,LIBERTY 2WD V6 3.7L,Lim,4D SUV LIMITED,RED,AUTO,Alloy,86377,AMERICAN,SMALL SUV,CHRYSLER,5529.0,6490.0,6471.0,7509.0,5847.0,6719.0,6815.0,7757.0,78227,6610.0,No,1023,No
6589,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,SILVER,AUTO,Alloy,62995,AMERICAN,LARGE TRUCK,CHRYSLER,4281.0,5632.0,5123.0,6583.0,4236.0,5597.0,5075.0,6545.0,78227,10135.0,No,825,No
6590,2005,4,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,SILVER,AUTO,Covers,61881,AMERICAN,COMPACT,CHRYSLER,3184.0,4085.0,3939.0,4912.0,2693.0,3499.0,6065.0,7071.0,78227,4200.0,No,630,No
6591,2002,7,MERCURY,SABLE,GS,4D SEDAN GS,BLUE,AUTO,Alloy,84697,AMERICAN,MEDIUM,FORD,1698.0,2707.0,2334.0,3424.0,2184.0,3043.0,4887.0,6045.0,78227,3805.0,No,1283,No
6592,2005,4,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L,SILVER,AUTO,Alloy,69596,AMERICAN,MEDIUM SUV,GM,8524.0,9894.0,9706.0,11186.0,8230.0,9707.0,12537.0,13752.0,78227,7930.0,No,1020,No
6593,2006,3,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,Alloy,41784,AMERICAN,MEDIUM,GM,6567.0,8016.0,7592.0,9157.0,7179.0,8318.0,10442.0,11963.0,78227,8230.0,No,905,No
6594,2006,3,CHEVROLET,UPLANDER FWD V6,LT,PASSENGER EXT 3.5L LT,SILVER,AUTO,Alloy,62205,AMERICAN,VAN,GM,7524.0,9131.0,8626.0,10361.0,8391.0,10370.0,12403.0,15090.0,78227,6815.0,No,1801,No
6595,2006,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,GOLD,AUTO,Covers,77870,AMERICAN,LARGE,GM,6659.0,8120.0,7692.0,9270.0,7320.0,8704.0,10294.0,12133.0,78227,7015.0,No,1974,No
6596,2007,2,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Covers,43687,AMERICAN,LARGE,GM,7348.0,8586.0,8436.0,9773.0,7091.0,8208.0,10393.0,11954.0,78227,8230.0,No,1328,No
6597,2006,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLACK,AUTO,Alloy,89499,AMERICAN,LARGE,GM,6090.0,7658.0,7077.0,8771.0,6370.0,7852.0,10582.0,13044.0,78227,6215.0,No,2152,No
6598,2007,2,CHEVROLET,COBALT,LS,4D SEDAN LS,RED,AUTO,Covers,59455,AMERICAN,COMPACT,GM,5368.0,6278.0,9398.0,10295.0,5288.0,6182.0,8889.0,9765.0,78227,6115.0,No,671,No
6599,2008,1,SUZUKI,FORENZA,Other,4D SEDAN,SILVER,AUTO,Covers,27308,OTHER ASIAN,MEDIUM,OTHER,6271.0,6860.0,9658.0,10532.0,6092.0,6815.0,9218.0,9979.0,78227,6215.0,No,462,No
